Link,Area,Year of Building,Number of Rooms,Elevator,Parking,Storage,Bale,Price,Tabaghe,Subtitle
https://divar.ir/v/%DB%B1%DB%B1%DB%B8%D9%85%D8%AA%D8%B1-%D8%B9%D9%85%D8%A7%D8%B1%D8%AA-%D8%A7%D8%B4%D8%B1%D8%A7%D9%81%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D8%B3%D8%B1-%D8%AD%D8%B1%D8%A7%D8%AC-%DB%8C%DA%A9-%D8%B4%D8%A7%D9%87%DA%A9%D8%A7%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/wZ0tsM1Y,۱۱۸,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵,۶ ساعت پیش در تهران، تهران‌سر
https://divar.ir/v/%DB%B7%DB%B7-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%AF%D8%A7%D9%85%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C/wZPeJqkc,۷۷,۱۳۹۴,۲,آسانسور,پارکینگ,انباری,nan,۷۷٬۲۷۲٬۰۰۰ تومان,nan,۶ ساعت پیش در تهران، زنجان
https://divar.ir/v/110%D9%85%D8%AA%D8%B1-2%D8%AE%D9%88%D8%A7%D8%A8-150%D9%85%D8%AA%D8%B1-%D8%AD%DB%8C%D8%A7%D8%B7-70-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85-%D8%A7%D8%A8%D9%86-%D8%B3%DB%8C%D9%86%D8%A7/wZ5lVjXR,۱۱۵,۱۳۷۸,۲,آسانسور ندارد,پارکینگ ندارد,انباری,بله,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,همکف از ۴,۶ ساعت پیش در تهران، یوسف‌آباد
https://divar.ir/v/%DB%B2%DB%B1%DB%B5-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B4%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%DB%B2%D8%AE-%D9%85%D8%B3%D8%AA%D8%B1/wZOCQ2tk,۲۱۵,۱۴۰۳,۴,آسانسور,پارکینگ,انباری,nan,۲۰۴٬۶۵۱٬۰۰۰ تومان,nan,۶ ساعت پیش در تهران، یوسف‌آباد
https://divar.ir/v/%DB%B1%DB%B5%DB%B0%D9%85%D8%AA%D8%B1%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%84%D9%88%DA%A9%D8%B3-%DB%B2%D8%A8%D8%B1-%D9%81%D8%B1%D9%88%D8%B4-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D9%82%D8%AF%DB%8C%D9%85%DB%8C/wZQKaGpY,۱۵۰,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۳۹٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱,۶ ساعت پیش در تهران، شهرک غرب
https://divar.ir/v/60-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%DA%A9%D9%85-%D8%B3%D9%86-%D8%BA%D8%B1%D9%82-%D8%AF%D8%B1-%D9%86%D9%88%D8%B1-%DA%AF%D9%84-%D9%85%D9%86%D8%B7%D9%82%D9%87/wZTuU7c1,۶۰,۱۳۹۶,۱,آسانسور,پارکینگ,انباری,بله,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴,۶ ساعت پیش در تهران، زمزم
https://divar.ir/v/%DB%B1%DB%B2%DB%B8%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%DA%A9%D9%85-%D8%B3%D9%86-%DA%A9%D9%85-%D9%88%D8%A7%D8%AD%D8%AF/wZIiMYsl,۱۲۸,۱۳۹۷,۳,آسانسور,پارکینگ,انباری,بله,۱۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۶ ساعت پیش در تهران، سازمان برنامه
https://divar.ir/v/%DB%B8%DB%B5%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%B7%D8%A8%D9%82%D9%87-%DB%B6-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/wZTuk3xQ,۸۵,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۱۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۶ از ۶,۶ ساعت پیش در تهران، یوسف‌آباد
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-67-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AD%DB%8C%D8%AF%D8%B1%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/wZSC0b2G,۶۷,۱۳۸۶,۲,آسانسور ندارد,پارکینگ,انباری,nan,۵۰٬۷۴۶٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، بهداشت
https://divar.ir/v/%D8%A8%D8%A7%D8%BA-%D9%85%D8%AF%D8%B1%D9%86-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C-%D8%B3%D8%B9%D8%A7%D8%AF%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF/wZew3ZiZ,۲۰۹,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۷۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۹,۷ ساعت پیش در تهران، سعادت‌آباد
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B6%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B1%D9%88%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8/wZCGp6Xp,۸۶,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,بله,۱۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵,۷ ساعت پیش در تهران، گیشا (کوی نصر)
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%AF%D8%B1%D9%BE%D8%B1%D9%86%D8%AF/wZvp75NL,۹۵,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۳۶۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴,۷ ساعت پیش در تهران، مشیریه
https://divar.ir/v/%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B6%DB%B5%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D9%81%D8%B1%D8%B9%DB%8C/wZLqMRbD,۱۶۵,۱۳۹۲,۳,آسانسور,پارکینگ,انباری,nan,۲۲۴٬۲۴۲٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، دزاشیب
https://divar.ir/v/%DB%B1%DB%B1%DB%B2%D9%85%D8%AA%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%81%D9%88%D9%82-%D9%85%D8%AC%D9%84%D9%84-%D8%A2%D9%84%D8%A7%D9%84%D9%87-%D8%B4%D8%B1%D9%82%DB%8C-%D8%B3%D8%B1%D9%88/wZTuU7Tv,۱۱۲,۱۳۸۸,۲,آسانسور,پارکینگ,انباری,بله,۱۱٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۷ ساعت پیش در تهران، سازمان آب
https://divar.ir/v/72-%D9%85%D8%AA%D8%B1-2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%88%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C/wZ_h5zU2,۷۲,۱۳۸۳,۲,آسانسور ندارد,پارکینگ,انباری,nan,۱۰۵٬۵۵۵٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، پونک
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-100-%D9%85%D8%AA%D8%B1%DB%8C-2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%AF%D8%A7%D8%A8%D9%86%D8%AF%D9%87/wZMi_a53,۱۰۰,۱۴۰۱,۲,آسانسور,پارکینگ,انباری,بله,۱۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵,۷ ساعت پیش در تهران، تهرانپارس غربی
https://divar.ir/v/%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%AF%DB%8C%D8%B2%D8%A7%DB%8C%D9%86-%DA%AF%D8%B0%D8%B1-%DB%B3%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%D9%85%D9%86%DB%8C%D8%AA-%D8%A8%D8%A7%D9%84%D8%A7/wZR2gOCE,۹۰,۱۳۹۸,۲,آسانسور,پارکینگ,انباری,بله,۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱,۷ ساعت پیش در تهران، سازمان برنامه
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AC%DB%8C%D8%AD%D9%88%D9%86-%D8%B7%D9%88%D8%B3/gZzJOeQ0,۶۰,۱۴۰۳,۱,آسانسور,پارکینگ ندارد,انباری,بله,۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴,۷ ساعت پیش در تهران، جیحون
https://divar.ir/v/%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-209%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C/wZLGVBEK,۲۰۹,۱۴۰۲,۳,آسانسور,پارکینگ,انباری,بله,۲۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۷ ساعت پیش در تهران، شهران جنوبی
https://divar.ir/v/%DB%B1%DB%B7%DB%B1-%D9%85%D8%AA%D8%B1-%D8%A7%D8%A8%D9%86-%D8%B3%DB%8C%D9%86%D8%A7-%D8%B7%D8%A8%D9%82%D9%87-%DB%B5%D9%85-%D8%B3%D8%B1%D8%AA%D8%A7%D8%B3%D8%B1-%D9%BE%D9%86%D8%AC%D8%B1%D9%87-%D9%82%D8%AF%DB%8C/wZOWKKPr,۱۷۱,۱۴۰۰,۳,آسانسور,پارکینگ,انباری,بله,۳۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۷ ساعت پیش در تهران، یوسف‌آباد
https://divar.ir/v/%D8%B3%D9%87%D8%B1%D9%88%D8%B1%D8%AF%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%DB%B1%DB%B1%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/wZvN8QAs,۱۱۵,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۱۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۷ ساعت پیش در تهران، عباس‌آباد
https://divar.ir/v/%DB%B1%DB%B1%DB%B5%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1%D9%88%D8%B3-%D8%B4%D9%87%D8%B1%D8%B2%D8%A7%D8%AF/wZFhOYUd,۱۱۵,۱۳۹۱,۲,آسانسور,پارکینگ,انباری,nan,۱۶۰٬۸۶۹٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، قبا
https://divar.ir/v/%DB%B7%DB%B9%D9%85%D8%AA%D8%B1%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%A7%D9%81%D8%B3%D8%B1%DB%8C%D9%87-%D9%88%D8%A7%D9%84%D9%81%D8%AC%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D8%B5%D9%84%DB%8C/wZTuEpiM,۷۹,۱۳۹۸,۲,آسانسور,پارکینگ,انباری,بله,۵٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴,۷ ساعت پیش در تهران، افسریه
https://divar.ir/v/%DB%B1%DB%B4%DB%B0%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B4%DB%8C%DA%A9-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D8%AE%D8%B1%DB%8C%D8%AF-%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86%D9%87%D8%A7/wZ8VviAL,۱۴۰,۱۳۹۶,۳,آسانسور,پارکینگ,انباری,بله,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵,۷ ساعت پیش در تهران، اباذر
https://divar.ir/v/%DB%B7%DB%B5%D9%85%D8%AA%D8%B1-%D9%BE%D8%B1%D9%88%DA%98%D9%87%DB%B3%DB%B1%D8%B7%D8%A8%D9%82%D9%87-%D9%88%D8%B2%D8%B1%D8%A7-%DB%B4%D8%B3%D8%A7%D9%84%D9%87-%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87-%DA%86%DB%8C%D8%AA%DA%AF%D8%B1-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1/wZCikmPh,۷۵,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۲۶,۷ ساعت پیش در تهران، دریاچه شهدای خلیج فارس
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%DA%A9-%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C/wZTuE6I5,۷۵,۱۳۹۴,۱,آسانسور,پارکینگ,انباری ندارد,nan,۶۲٬۵۰۰٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، شهرک شریعتی
https://divar.ir/v/%DB%B6%DB%B5%D9%85%D8%AA%D8%B1%DB%B2%D8%AE-%D8%B1%D9%88%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AC%D9%86%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF-%D8%AC%D9%86%D9%88%D8%A8%DB%8C/wZM5g2q-,۶۵,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,بله,۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۷ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%D8%AA%D8%B1%DA%A9%D9%85%D9%86%D8%B3%D8%AA%D8%A7%D9%86-%DB%B8%DB%B2-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D8%A7%D8%B1%D8%AC-%D8%A7%D8%B2-%D8%B7%D8%B1%D8%AD-%D9%81%D9%88%D9%84/wZLWqxnB,۸۲,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,بله,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵,۷ ساعت پیش در تهران، سهروردی
https://divar.ir/v/%DB%B3%DB%B2-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%DA%A9%D8%AF%D9%81%D8%A7%DB%8C%D9%84-364-karen/wZrhdnYe,۳۲,۱۳۷۹,۱,آسانسور ندارد,پارکینگ ندارد,انباری,بله,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,همکف از ۳,۷ ساعت پیش در تهران، آذری
https://divar.ir/v/%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%DA%86%D9%87%D8%A7%D8%B1-%D8%A8%D8%A7%D8%BA-%D9%81%D8%A7%DB%8C%D9%84-%D8%B4%D8%AE%D8%B5%DB%8C-%D8%A2%DA%A9%D9%88%D8%A7%D8%B1%DB%8C%D9%88%D9%85-%D9%86%D9%88%D8%B1/wZOOhFSV,۹۰,۱۳۹۷,۲,آسانسور,پارکینگ,انباری,بله,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۷ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AA%D8%AE%D9%84%DB%8C%D9%87-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%82%DB%8C%D9%85%D8%AA-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86/wZOyTHD1,۷۸,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,nan,۶۲٬۸۲۰٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، میدان حر
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%88%D8%B3%D8%A7%D8%B2%DB%B2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B7%D8%A8%D9%82%D9%87%DB%B7%D8%B4%D9%87%D8%B1%DA%A9-%D8%BA%D8%B1%D8%A8/wZapeFcw,۲۰۰,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۴۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۷,۷ ساعت پیش در تهران، شهرک غرب
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D8%B1-%D8%A8%D9%88%D8%B3%D8%AA%D8%A7%D9%86-%D8%B3%D8%B9%D8%AF%DB%8C/wZTuUjaK,۵۵,۱۳۹۳,۱,آسانسور,پارکینگ ندارد,انباری,بله,۵٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴,۷ ساعت پیش در تهران، جیحون
https://divar.ir/v/%DB%B1%DB%B3%DB%B5%D9%85-%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87-%DA%86%DB%8C%D8%AA%DA%AF%D8%B1-%D9%88%D8%A7%D9%85%D8%AF%D8%A7%D8%B1-%D8%B3%D9%86%D8%AF%DB%8C-%D8%AB%D8%A8%D8%AA-%D9%85%D8%AD%D8%B6%D8%B1%DB%8C-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86/wZqt1EHe,۱۳۵,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۹۳۵٬۰۰۰٬۰۰۰ تومان,۱۰ از ۱۵,۷ ساعت پیش در تهران، چیتگر
https://divar.ir/v/%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%84%D8%B9%D9%84-%D8%A7%D8%AE%D8%B1/wZDOIIoJ,۷۸,۱۳۹۳,۲,آسانسور,پارکینگ,انباری,بله,۵٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴,۷ ساعت پیش در تهران، استاد معین
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%A7%D9%85%D8%A7%D9%85%D8%AA/wZTuEGJf,۱۰۲,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶ از ۶,۷ ساعت پیش در تهران، تهران‌نو
https://divar.ir/v/78%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D8%AF%DB%8C/wZTWksFd,۷۸,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,nan,۱۵۳٬۸۴۶٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، سازمان برنامه
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D8%B3%D8%B1-69%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%88%D8%A7%D9%85%D8%AF%D8%A7%D8%B1-%DB%8C%D9%87-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B3%D9%86%D8%AF%D8%AF%D8%A7%D8%B1/wZTukeM7,۶۹,۱۴۰۳,۱,آسانسور,پارکینگ,انباری,بله,۵٬۵۸۰٬۰۰۰٬۰۰۰ تومان,۶ از ۸,۷ ساعت پیش در تهران، تهران‌سر
https://divar.ir/v/%DB%B1%DB%B4%DB%B1%D9%85%D8%AA%D8%B1%DB%B3%D8%AE-%DB%B9%DB%B0%D9%85%D8%AA%D8%B1%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85-%D9%81%D8%B1%D9%88%D8%B4-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1-%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%D9%85%D8%A7%D8%B2%D9%86%D8%AF%D8%B1%D8%A7%D9%86/wZP-aI6F,۱۴۱,۱۳۷۷,۳,آسانسور ندارد,پارکینگ,انباری,بله,۱۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱,۷ ساعت پیش در تهران، تهرانپارس غربی
https://divar.ir/v/%DB%B9%DB%B7-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B3%D8%A7%D9%84%D9%86-%D9%85%D8%B1%D8%A8%D8%B9-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%B7%D8%A7%D9%84%D9%82%D8%A7%D9%86%DB%8C/wZMOaw7c,۹۷,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,بله,۵٬۹۷۰٬۰۰۰٬۰۰۰ تومان,۶ از ۷,۷ ساعت پیش در تهران، مهرآباد جنوبی
https://divar.ir/v/%DB%B1%DB%B5%DB%B0%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%BA%DB%8C%D8%A7%D8%AB%D9%88%D9%86%D8%AF/wZTu0UlA,۱۵۰,۱۴۰۱,۲,آسانسور,پارکینگ,انباری,nan,۶۸٬۰۰۰٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، استاد معین
https://divar.ir/v/48%D9%85%D8%AA%D8%B1-%DB%8C%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF%D8%AF%D8%A7%D8%B1-%D8%AF%D8%B3%D8%AA%D8%B1%D8%B3%DB%8C/wZGaVj4X,۴۸,۱۳۸۵,۱,آسانسور ندارد,پارکینگ,انباری,nan,۶۵٬۶۲۵٬۰۰۰ تومان,nan,۷ ساعت پیش در تهران، سلسبیل
https://divar.ir/v/%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D8%B3%D8%B1-%D8%A8%D9%84%D9%88%D8%A7%D8%B1-%D8%A7%D8%B5%D9%84%DB%8C-%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%A7%DA%A9%D8%A7%D8%B2%DB%8C%D9%88%D9%86/gZ_pZc-V,۹۰,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۸٬۰۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۷ ساعت پیش در تهران، تهران‌سر
https://divar.ir/v/%D8%A8%D8%B1%D8%AC-%DB%B2%DB%B0%DB%B1-%D9%85%D8%AA%D8%B1-%D8%B7%D8%A8%D9%82%D9%87-%D9%87%D8%B4%D8%AA%D9%85-%D9%88%DB%8C%D9%88-%D8%B1%D9%88%DB%8C%D8%A7%DB%8C%DB%8C-%D9%87%D8%B1%D9%88%DB%8C/wZ8pQXpv,۲۰۱,۱۳۹۵,۳,آسانسور,پارکینگ,انباری,بله,۳۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۸ از ۱۱,۷ ساعت پیش در تهران، هروی
